time,node,mean_occupancy,max_occupancy,min_largest_free_block,mean_fragmentation,max_fragmentation
500,13,0.3806,0.8156,6,0.565,0.8983
500,14,0.7195,0.9375,5,0.8282,0.8732
500,15,0.6188,0.975,3,0.5173,0.9268
500,16,0.3234,0.375,60,0.6333,0.7
500,17,0.5672,0.7969,6,0.9043,0.9077
500,18,0.4078,0.5062,33,0.6331,0.7911
500,19,0.5156,0.75,11,0.8073,0.8625
500,20,0.2906,0.3187,33,0.7856,0.8602
500,21,0.1734,0.1875,78,0.6589,0.71
500,22,0.3469,0.5344,24,0.7522,0.8389
500,23,0.3219,0.4219,39,0.6392,0.8304
500,24,0.3531,0.5344,39,0.4441,0.7484
500,25,0.4688,0.7875,15,0.8171,0.8482
500,26,0.2297,0.4125,21,0.4441,0.8883
500,27,0.2953,0.4875,21,0.436,0.872
505,0,0.7438,0.9281,8,0.7821,0.8696
505,1,0.7762,0.8625,6,0.7791,0.8784
505,2,0.8563,0.9094,6,0.8202,0.8475
505,3,0.7383,0.9469,3,0.7944,0.8442
505,4,0.6344,0.825,9,0.8281,0.8951
505,5,0.8594,0.9469,3,0.8402,0.85
505,6,0.775,0.975,3,0.7488,0.8786
505,7,0.8312,0.9563,3,0.8144,0.8537
505,8,0.6961,0.9469,3,0.8249,0.8737
505,9,0.6531,0.9281,3,0.8758,0.9062
505,10,0.6,0.9844,3,0.5039,0.8676
505,11,0.7711,0.9281,3,0.842,0.8696
505,12,0.3219,0.4031,21,0.6637,0.8901
505,13,0.3638,0.8438,3,0.559,0.94
505,14,0.7055,0.9281,6,0.8294,0.8989
505,15,0.6406,0.9938,2,0.2949,0.8846
505,16,0.2719,0.3187,48,0.6742,0.7798
505,17,0.5484,0.7688,9,0.8764,0.8784
505,18,0.4125,0.5344,30,0.7672,0.7987
505,19,0.5344,0.7969,11,0.8081,0.8308
505,20,0.3047,0.3094,36,0.8314,0.8393
505,21,0.1828,0.1875,78,0.6844,0.7034
505,22,0.3375,0.5344,21,0.7659,0.8591
505,23,0.3062,0.3937,36,0.6402,0.8475
505,24,0.3594,0.5719,39,0.4351,0.7578
505,25,0.45,0.7125,12,0.845,0.8716
505,26,0.2391,0.4125,27,0.4282,0.8564
505,27,0.2766,0.4406,30,0.4162,0.8324
510,0,0.7406,0.9187,6,0.809,0.8321
510,1,0.7481,0.8344,6,0.7877,0.8868
510,2,0.8438,0.9094,6,0.8303,0.8676
510,3,0.7312,0.9375,3,0.8117,0.85
510,4,0.6188,0.7969,9,0.831,0.8767
510,5,0.8625,0.9938,2,0.533,0.8598
510,6,0.7625,0.9563,3,0.8393,0.8786
510,7,0.8563,0.975,3,0.791,0.8966
510,8,0.6961,0.9094,3,0.8567,0.8966
510,9,0.675,0.9375,3,0.8642,0.8909
510,10,0.5789,0.975,3,0.5732,0.8696
510,11,0.7805,0.9281,3,0.8414,0.8696
510,12,0.3344,0.4125,27,0.6104,0.8564
510,13,0.3581,0.8625,9,0.5219,0.8522
510,14,0.7102,0.9187,3,0.8793,0.9022
510,15,0.6469,0.9844,3,0.349,0.6471
510,16,0.2531,0.3,42,0.6996,0.8125
510,17,0.5297,0.7594,12,0.8484,0.8527
510,18,0.4031,0.5344,21,0.8008,0.8591
510,19,0.5531,0.8344,9,0.8057,0.8302
510,20,0.3141,0.3281,21,0.8641,0.9023
510,21,0.1781,0.1875,57,0.7255,0.7857
510,22,0.3328,0.5531,27,0.7806,0.8112
510,23,0.3094,0.4313,24,0.6841,0.8681
510,24,0.3438,0.525,30,0.4686,0.8137
510,25,0.457,0.6937,12,0.8131,0.8776
510,26,0.2484,0.4219,15,0.4595,0.9189
510,27,0.2719,0.4219,39,0.3946,0.7892
515,0,0.7469,0.9281,8,0.7679,0.8321
515,1,0.7913,0.8625,3,0.8351,0.9318
515,2,0.8656,0.9187,3,0.8317,0.8846
515,3,0.7008,0.9187,6,0.8111,0.8584
515,4,0.6375,0.7969,12,0.8148,0.8855
515,5,0.8812,0.9844,3,0.6389,0.8696
515,6,0.7625,0.9656,3,0.8272,0.88
515,7,0.8563,0.975,3,0.7835,0.9211
515,8,0.6773,0.8906,6,0.8152,0.8676
515,9,0.6562,0.975,3,0.7869,0.9084
515,10,0.5813,0.975,3,0.5993,0.8953
515,11,0.7711,0.9281,6,0.8019,0.8723
515,12,0.3156,0.3937,24,0.6885,0.8763
515,13,0.3656,0.8344,9,0.5281,0.8454
515,14,0.7031,0.9281,3,0.8568,0.9277
515,15,0.6281,0.975,3,0.4792,0.8125
515,16,0.2672,0.3187,30,0.7101,0.8624
515,17,0.5344,0.8063,9,0.8384,0.8548
515,18,0.4125,0.5344,24,0.7873,0.8389
515,19,0.5297,0.7969,11,0.7819,0.8308
515,20,0.2672,0.2906,30,0.8224,0.8678
515,21,0.1875,0.1969,48,0.7982,0.8132
515,22,0.3234,0.5344,21,0.8081,0.8591
515,23,0.3094,0.4219,36,0.6155,0.8531
515,24,0.35,0.5531,24,0.534,0.8537
515,25,0.4688,0.7219,18,0.7667,0.8364
515,26,0.2531,0.4125,18,0.4521,0.9043
515,27,0.2859,0.4688,27,0.4258,0.8412
520,0,0.7656,0.9281,3,0.8107,0.8696
520,1,0.8119,0.9187,6,0.8432,0.8929
520,2,0.9094,0.9563,3,0.7537,0.8696
520,3,0.7219,0.9281,6,0.7716,0.8347
520,4,0.6437,0.7594,15,0.7811,0.8052
520,5,0.8844,0.9938,2,0.4817,0.8737
520,6,0.7781,0.9844,3,0.7241,0.8924
520,7,0.8594,0.975,3,0.7321,0.7907
520,8,0.6703,0.9,6,0.8085,0.9082
520,9,0.6406,0.9187,9,0.8114,0.904
520,10,0.5719,0.9938,2,0.4477,0.9109
520,11,0.7781,0.9187,6,0.8494,0.8973
520,12,0.3,0.375,27,0.7504,0.865
520,13,0.3712,0.8438,9,0.5394,0.8918
520,14,0.7195,0.9281,3,0.8504,0.8784
520,15,0.625,0.9656,3,0.5133,0.8125
520,16,0.2719,0.3094,27,0.8165,0.8778
520,17,0.5813,0.825,8,0.8224,0.8571
520,18,0.4031,0.5437,24,0.7843,0.8356
520,19,0.5109,0.7781,15,0.7642,0.7887
520,20,0.2578,0.2812,45,0.792,0.8043
520,21,0.1781,0.1875,54,0.7326,0.7923
520,22,0.3328,0.5344,21,0.8054,0.8591
520,23,0.3094,0.45,54,0.5906,0.7849
520,24,0.3406,0.525,23,0.541,0.8598
520,25,0.4617,0.7031,15,0.7815,0.877
520,26,0.2719,0.4406,18,0.4497,0.8994
520,27,0.2672,0.4219,39,0.3946,0.7892
525,0,0.8312,0.9938,2,0.556,0.8652
525,1,0.8344,0.9656,3,0.8035,0.8831
525,2,0.9344,0.975,3,0.7304,0.7857
525,3,0.7148,0.9187,6,0.7978,0.8636
525,4,0.6781,0.825,9,0.7454,0.8393
525,5,0.8844,0.975,3,0.7591,0.8831
525,6,0.8031,0.975,3,0.8006,0.9268
525,7,0.8312,0.9469,6,0.7192,0.8105
525,8,0.6773,0.9,6,0.7803,0.88
525,9,0.6469,0.8719,3,0.8595,0.9268
525,10,0.5719,0.9938,2,0.4343,0.8846
525,11,0.8039,0.9656,3,0.8235,0.88
525,12,0.3031,0.3656,36,0.749,0.8278
525,13,0.3638,0.8438,6,0.5115,0.88
525,14,0.7195,0.9375,3,0.8216,0.8831
525,15,0.6344,0.9844,3,0.3977,0.7931
525,16,0.3375,0.3844,24,0.8069,0.8782
525,17,0.6141,0.825,8,0.8657,0.8743
525,18,0.45,0.5719,21,0.7978,0.8467
525,19,0.4922,0.7406,9,0.859,0.8916
525,20,0.2484,0.2812,42,0.6756,0.8174
525,21,0.1828,0.1969,48,0.7713,0.8132
525,22,0.3141,0.5156,21,0.8108,0.8645
525,23,0.3219,0.4406,30,0.6584,0.8745
525,24,0.3469,0.5625,23,0.5359,0.8647
525,25,0.4453,0.6844,18,0.8064,0.8712
525,26,0.2719,0.4406,30,0.4214,0.8324
525,27,0.2719,0.4313,30,0.4176,0.8352
530,0,0.8625,0.9844,3,0.6677,0.8831
530,1,0.8494,0.9375,6,0.7547,0.8286
530,2,0.9344,0.9563,3,0.7484,0.8125
530,3,0.7312,0.9563,3,0.7746,0.8286
530,4,0.6844,0.8438,6,0.8084,0.88
530,5,0.9031,0.975,3,0.7703,0.8929
530,6,0.8156,0.9938,2,0.5595,0.85
530,7,0.8281,0.975,3,0.7065,0.7624
530,8,0.6797,0.9094,6,0.7427,0.88
530,9,0.6531,0.8719,6,0.8599,0.8966
530,10,0.5766,0.9844,3,0.5509,0.9224
530,11,0.7992,0.9563,5,0.7777,0.8966
530,12,0.3125,0.3844,36,0.7438,0.82
530,13,0.3712,0.8531,3,0.5479,0.9362
530,14,0.7219,0.9469,3,0.8315,0.8784
530,15,0.6312,0.9844,3,0.4042,0.8125
530,16,0.4078,0.4875,20,0.8204,0.878
530,17,0.6422,0.8625,8,0.8442,0.8703
530,18,0.5297,0.6656,15,0.8526,0.8598
530,19,0.5016,0.7406,9,0.825,0.8916
530,20,0.2438,0.2625,36,0.6878,0.8475
530,21,0.1922,0.1969,48,0.7624,0.8132
530,22,0.3328,0.5344,18,0.74,0.8792
530,23,0.325,0.4313,30,0.5993,0.8729
530,24,0.35,0.5813,23,0.5403,0.8671
530,25,0.4336,0.675,18,0.7014,0.8487
530,26,0.2719,0.4313,51,0.3599,0.7198
530,27,0.2672,0.4031,36,0.4058,0.8115
535,0,0.85,0.975,3,0.7899,0.8875
535,1,0.8494,0.9563,6,0.7984,0.9082
535,2,0.9437,0.9844,3,0.6565,0.8421
535,3,0.7172,0.9094,6,0.8235,0.8636
535,4,0.7156,0.8719,6,0.8232,0.8615
535,5,0.9062,0.975,3,0.7769,0.8636
535,6,0.8281,0.9938,2,0.582,0.9062
535,7,0.825,0.9938,2,0.5606,0.8548
535,8,0.6844,0.8906,6,0.7612,0.8652
535,9,0.6344,0.8531,12,0.7778,0.8525
535,10,0.5766,0.9938,2,0.4524,0.9159
535,11,0.7922,0.9656,3,0.7648,0.7966
535,12,0.3031,0.375,42,0.7429,0.8175
535,13,0.3638,0.8531,6,0.5177,0.8723
535,14,0.7266,0.9656,3,0.8337,0.8875
535,15,0.6125,0.9187,3,0.5592,0.8846
535,16,0.4313,0.5156,21,0.8102,0.8645
535,17,0.6656,0.8812,6,0.8529,0.8636
535,18,0.5484,0.675,15,0.8468,0.8558
535,19,0.4734,0.6844,15,0.8177,0.8515
535,20,0.2297,0.2344,57,0.6524,0.7702
535,21,0.1969,0.2062,48,0.7613,0.811
535,22,0.3422,0.5344,15,0.7456,0.8993
535,23,0.3312,0.4219,35,0.578,0.8174
535,24,0.3875,0.6188,18,0.5608,0.8792
535,25,0.4453,0.7031,24,0.7282,0.822
535,26,0.2859,0.4406,51,0.3575,0.7151
535,27,0.2672,0.4125,36,0.4096,0.8085
540,0,0.8469,0.9844,3,0.7047,0.8652
540,1,0.8456,0.9656,3,0.815,0.8737
540,2,0.9313,0.9656,3,0.6818,0.8636
540,3,0.7289,0.9375,3,0.8355,0.8696
540,4,0.725,0.9094,5,0.831,0.8983
540,5,0.9156,0.9844,3,0.6941,0.8537
540,6,0.8187,0.975,3,0.7599,0.8421
540,7,0.8281,0.9656,3,0.7435,0.819
540,8,0.6961,0.9094,3,0.8223,0.8966
540,9,0.6531,0.8812,9,0.8309,0.8807
540,10,0.5719,0.9938,2,0.4469,0.8938
540,11,0.7852,0.975,3,0.7998,0.8855
540,12,0.3,0.375,24,0.7878,0.88
540,13,0.3469,0.8344,9,0.4985,0.8302
540,14,0.7195,0.9656,3,0.8296,0.9022
540,15,0.6156,0.9281,6,0.4763,0.7391
540,16,0.4547,0.5344,20,0.7929,0.8658
540,17,0.6516,0.8156,6,0.876,0.8983
540,18,0.5625,0.6937,9,0.8881,0.9082
540,19,0.45,0.6562,12,0.8091,0.8909
540,20,0.225,0.225,60,0.7399,0.7581
540,21,0.1875,0.1969,60,0.7407,0.7665
540,22,0.3187,0.5062,24,0.7298,0.8481
540,23,0.3469,0.4781,24,0.5853,0.8563
540,24,0.4,0.6094,18,0.5579,0.8657
540,25,0.4688,0.7125,15,0.8021,0.837
540,26,0.2812,0.45,27,0.4339,0.8466
540,27,0.3,0.45,32,0.4091,0.8182
545,0,0.8344,0.975,3,0.7863,0.8696
545,1,0.8194,0.9281,6,0.8074,0.8929
545,2,0.9406,0.9469,3,0.8389,0.8696
545,3,0.7289,0.9375,3,0.8163,0.8846
545,4,0.7156,0.9094,3,0.8722,0.8966
545,5,0.9156,0.9563,3,0.8029,0.8537
545,6,0.8125,0.9563,3,0.8421,0.877
545,7,0.8125,0.975,3,0.767,0.8636
545,8,0.6937,0.8906,3,0.8643,0.9143
545,9,0.6562,0.9187,6,0.836,0.8827
545,10,0.593,0.9938,2,0.4499,0.9053
545,11,0.7828,0.9281,6,0.8184,0.8868
545,12,0.2938,0.375,33,0.7999,0.835
545,13,0.3638,0.8625,6,0.4993,0.8636
545,14,0.7289,0.9469,3,0.8392,0.8784
545,15,0.6125,0.9187,6,0.5208,0.7931
545,16,0.4828,0.5906,20,0.7837,0.8473
545,17,0.6703,0.8906,3,0.9145,0.9148
545,18,0.5859,0.75,12,0.8115,0.85
545,19,0.45,0.6469,12,0.7398,0.8938
545,20,0.2484,0.2625,60,0.7504,0.7551
545,21,0.1922,0.1969,60,0.7679,0.7692
545,22,0.3281,0.525,18,0.8275,0.8816
545,23,0.3469,0.4594,18,0.5905,0.896
545,24,0.3875,0.6188,15,0.5429,0.8993
545,25,0.4688,0.75,15,0.8252,0.8636
545,26,0.2859,0.4594,21,0.4499,0.8786
545,27,0.2953,0.4406,39,0.4021,0.7821
550,0,0.8094,0.9469,3,0.794,0.9268
550,1,0.8231,0.9563,5,0.7646,0.8548
550,2,0.9469,0.975,3,0.6525,0.7826
550,3,0.7102,0.9,3,0.8311,0.9268
550,4,0.7031,0.8906,6,0.8223,0.85
550,5,0.9,0.9656,3,0.8198,0.8846
550,6,0.8063,0.9469,6,0.7687,0.8421
550,7,0.8094,0.9563,3,0.8204,0.8723
550,8,0.7148,0.8812,6,0.8197,0.8537
550,9,0.6469,0.9094,6,0.8538,0.8855
550,10,0.6117,0.9938,2,0.4184,0.8571
550,11,0.8016,0.9656,3,0.8264,0.8828
550,12,0.3,0.3844,27,0.7464,0.8708
550,13,0.375,0.8812,6,0.515,0.8421
550,14,0.7312,0.9469,3,0.8275,0.8732
550,15,0.6156,0.9375,6,0.5042,0.8125
550,16,0.4922,0.5906,12,0.8099,0.9084
550,17,0.6703,0.9094,3,0.8906,0.8966
550,18,0.5625,0.75,15,0.7937,0.8125
550,19,0.375,0.5437,18,0.7435,0.8767
550,20,0.1781,0.2156,60,0.7332,0.761
550,21,0.1641,0.1781,78,0.6798,0.7132
550,22,0.3422,0.5437,21,0.8135,0.8562
550,23,0.3312,0.4313,21,0.5942,0.8846
550,24,0.4,0.6094,18,0.5659,0.8657
550,25,0.4758,0.7406,15,0.7994,0.8558
550,26,0.2812,0.4688,18,0.4677,0.8941
550,27,0.3,0.4594,26,0.4412,0.8497
555,0,0.8375,0.9938,2,0.5709,0.8707
555,1,0.8381,0.9563,5,0.783,0.8929
555,2,0.9094,0.9281,6,0.7525,0.8286
555,3,0.7055,0.9187,6,0.795,0.88
555,4,0.6906,0.8344,6,0.8451,0.8953
555,5,0.8969,0.9563,3,0.8114,0.8286
555,6,0.8063,0.9563,3,0.8237,0.8433
555,7,0.8187,0.9656,3,0.7855,0.8168
555,8,0.7359,0.9187,5,0.8039,0.8085
555,9,0.6469,0.9281,6,0.8373,0.8881
555,10,0.6258,0.9938,2,0.3852,0.7717
555,11,0.8016,0.975,3,0.798,0.8855
555,12,0.3156,0.4031,27,0.7535,0.867
555,13,0.3581,0.8531,9,0.4858,0.8085
555,14,0.7266,0.9281,3,0.85,0.8831
555,15,0.6219,0.9281,3,0.5362,0.8696
555,16,0.4734,0.5625,23,0.7757,0.8357
555,17,0.6844,0.9094,9,0.7841,0.8786
555,18,0.5578,0.7031,15,0.7562,0.8421
555,19,0.3984,0.6094,15,0.7496,0.88
555,20,0.1875,0.2437,60,0.5955,0.7521
555,21,0.1781,0.1875,75,0.7148,0.718
555,22,0.3422,0.5344,18,0.8017,0.8792
555,23,0.3281,0.4313,36,0.5902,0.8427
555,24,0.4031,0.6,18,0.5651,0.8594
555,25,0.4641,0.7031,15,0.7522,0.8673
555,26,0.2766,0.4313,36,0.4064,0.8022
555,27,0.3,0.45,45,0.3832,0.7443
560,0,0.8281,0.9938,2,0.5565,0.8739
560,1,0.8419,0.9563,3,0.7988,0.8868
560,2,0.925,0.9563,3,0.8259,0.85
560,3,0.7078,0.9469,3,0.8025,0.8723
560,4,0.675,0.825,6,0.8646,0.8929
560,5,0.8969,0.9375,3,0.8486,0.8537
560,6,0.825,0.9844,3,0.6818,0.856
560,7,0.8094,0.975,3,0.6606,0.8723
560,8,0.7195,0.8906,6,0.8495,0.8875
560,9,0.6594,0.9469,6,0.7935,0.877
560,10,0.6234,0.9844,3,0.4829,0.7857
560,11,0.7852,0.9281,3,0.8546,0.9032
560,12,0.3031,0.4125,33,0.7156,0.8421
560,13,0.3581,0.8063,9,0.4869,0.8588
560,14,0.7336,0.9281,6,0.7834,0.8475
560,15,0.6,0.9,3,0.5783,0.9062
560,16,0.4875,0.6094,23,0.7701,0.816
560,17,0.6844,0.8906,12,0.7298,0.8024
560,18,0.5531,0.6937,18,0.8284,0.8404
560,19,0.3703,0.5344,21,0.7346,0.8591
560,20,0.1688,0.2062,60,0.5905,0.7638
560,21,0.1547,0.1594,75,0.6841,0.7212
560,22,0.3234,0.4875,42,0.7604,0.777
560,23,0.3062,0.4125,36,0.5981,0.8366
560,24,0.3906,0.5813,21,0.5473,0.8433
560,25,0.4523,0.6656,15,0.805,0.8673
560,26,0.2672,0.4219,21,0.4432,0.8865
560,27,0.2719,0.4313,48,0.3893,0.7363
565,0,0.8281,0.9656,6,0.6475,0.8421
565,1,0.825,0.9563,3,0.7891,0.8421
565,2,0.9062,0.9281,3,0.8967,0.9143
565,3,0.7078,0.9187,6,0.8117,0.8289
565,4,0.6781,0.7969,9,0.8804,0.8916
565,5,0.8844,0.9187,6,0.754,0.8085
565,6,0.8281,0.975,3,0.7347,0.8182
565,7,0.8094,0.9844,3,0.553,0.8085
565,8,0.7172,0.9,9,0.8043,0.8953
565,9,0.6406,0.9,6,0.8228,0.8828
565,10,0.6117,0.9844,3,0.49,0.8142
565,11,0.7992,0.9281,3,0.8475,0.9016
565,12,0.2938,0.3656,33,0.7003,0.8374
565,13,0.3656,0.8063,9,0.505,0.8618
565,14,0.7195,0.9094,3,0.8359,0.8966
565,15,0.6,0.9,3,0.5443,0.9143
565,16,0.4688,0.5719,27,0.734,0.8029
565,17,0.6516,0.8438,6,0.862,0.88
565,18,0.6,0.7781,9,0.8555,0.8732
565,19,0.3938,0.5813,21,0.7858,0.8433
565,20,0.1969,0.2156,78,0.6222,0.6892
565,21,0.1594,0.1594,75,0.6654,0.7212
565,22,0.3328,0.4875,27,0.815,0.8354
565,23,0.2875,0.3656,36,0.6002,0.8403
565,24,0.4094,0.6281,21,0.5544,0.8397
565,25,0.4406,0.6375,18,0.7535,0.8448
565,26,0.2672,0.4406,21,0.4517,0.8827
565,27,0.2531,0.4031,38,0.4267,0.801
570,0,0.8094,0.975,3,0.7926,0.9032
570,1,0.84,0.9844,3,0.6896,0.8421
570,2,0.925,0.9375,3,0.7786,0.8966
570,3,0.7312,0.975,3,0.7961,0.9268
570,4,0.6594,0.825,6,0.8589,0.8929
570,5,0.9,0.975,3,0.7162,0.8235
570,6,0.8531,0.975,3,0.708,0.7931
570,7,0.8187,0.9656,3,0.7092,0.8125
570,8,0.7008,0.9187,9,0.7659,0.8852
570,9,0.6375,0.9094,6,0.8578,0.904
570,10,0.6023,0.9938,2,0.4108,0.8279
570,11,0.8414,0.975,3,0.674,0.7939
570,12,0.3031,0.4125,21,0.7698,0.8883
570,13,0.3694,0.7594,12,0.5366,0.8792
570,14,0.7148,0.9281,3,0.8098,0.8696
570,15,0.6156,0.9281,3,0.5887,0.8966
570,16,0.4453,0.5437,18,0.747,0.8767
570,17,0.6375,0.8344,6,0.8261,0.8868
570,18,0.5156,0.6937,12,0.8397,0.8776
570,19,0.3984,0.6,15,0.8422,0.8828
570,20,0.2156,0.2156,56,0.6673,0.7769
570,21,0.1828,0.1969,51,0.7598,0.8016
570,22,0.3234,0.4688,30,0.8148,0.8235
570,23,0.2969,0.3563,45,0.587,0.8249
570,24,0.4062,0.6094,21,0.532,0.8359
570,25,0.4688,0.6844,18,0.7701,0.8218
570,26,0.2859,0.45,18,0.4489,0.8977
570,27,0.2906,0.4594,27,0.422,0.8439
575,0,0.8094,0.9563,3,0.8136,0.8317
575,1,0.8662,0.975,3,0.7616,0.8846
575,2,0.9125,0.9656,3,0.7947,0.8636
575,3,0.7172,0.9094,6,0.8071,0.8537
575,4,0.6781,0.825,6,0.8596,0.8929
575,5,0.9,0.9938,2,0.5669,0.9077
575,6,0.8375,0.975,3,0.7671,0.8487
575,7,0.8063,0.9563,3,0.7715,0.8421
575,8,0.682,0.9094,6,0.8045,0.88
575,9,0.6688,0.9469,3,0.8636,0.8992
575,10,0.6141,0.9844,3,0.5298,0.8676
575,11,0.8203,0.9281,3,0.8554,0.9104
575,12,0.3156,0.4125,20,0.7244,0.8936
575,13,0.375,0.7969,12,0.5401,0.8816
575,14,0.7336,0.9469,6,0.7404,0.8421
575,15,0.6312,0.9563,3,0.5518,0.8696
575,16,0.4359,0.5531,18,0.7536,0.8741
575,17,0.6328,0.8531,9,0.8165,0.8245
575,18,0.5297,0.7219,12,0.8406,0.8652
575,19,0.3937,0.6,15,0.7972,0.8828
575,20,0.2531,0.2719,56,0.7441,0.7714
575,21,0.1875,0.1969,36,0.833,0.8599
575,22,0.3281,0.4969,27,0.76,0.8323
575,23,0.3188,0.3844,39,0.5946,0.8427
575,24,0.4187,0.6562,18,0.5282,0.8364
575,25,0.4594,0.675,15,0.837,0.8828
575,26,0.2859,0.4406,27,0.4246,0.8492
575,27,0.2906,0.4313,27,0.4258,0.8516
580,0,0.8187,0.9844,3,0.709,0.8654
580,1,0.8438,0.9187,5,0.7826,0.8571
580,2,0.8812,0.9,3,0.8643,0.9268
580,3,0.6984,0.8906,6,0.8464,0.88
580,4,0.6688,0.7688,9,0.8701,0.8941
580,5,0.8844,0.9938,2,0.6041,0.9277
580,6,0.8094,0.9094,3,0.8636,0.8966
580,7,0.8219,0.9563,3,0.7832,0.8846
580,8,0.6914,0.9094,6,0.8026,0.8938
580,9,0.6656,0.9469,3,0.8613,0.8865
580,10,0.6211,0.9938,2,0.4241,0.8929
580,11,0.8227,0.9469,6,0.7222,0.8731
580,12,0.3125,0.4125,21,0.7125,0.8883
580,13,0.3525,0.7594,12,0.5174,0.8442
580,14,0.7148,0.9375,6,0.7558,0.7955
580,15,0.6375,0.9656,3,0.4758,0.7273
580,16,0.4031,0.5344,21,0.7192,0.8591
580,17,0.5859,0.8156,6,0.8909,0.8983
580,18,0.4969,0.6469,18,0.8271,0.8407
580,19,0.3984,0.6188,18,0.7494,0.8525
580,20,0.2531,0.2719,56,0.7441,0.7714
580,21,0.1734,0.1781,69,0.722,0.7406
580,22,0.3047,0.4688,21,0.8073,0.8765
580,23,0.3094,0.375,36,0.6076,0.8599
580,24,0.3937,0.6281,33,0.4989,0.774
580,25,0.4547,0.6562,12,0.8457,0.8909
580,26,0.2953,0.4594,27,0.4274,0.8439
580,27,0.2953,0.4406,29,0.419,0.838
585,0,0.7875,0.9281,3,0.8695,0.8875
585,1,0.8213,0.9187,3,0.7819,0.8846
585,2,0.9031,0.9375,3,0.8387,0.8537
585,3,0.7008,0.9,6,0.8005,0.8393
585,4,0.6344,0.75,9,0.8591,0.8953
585,5,0.85,0.9469,3,0.8576,0.9368
585,6,0.8219,0.9469,3,0.7849,0.8739
585,7,0.8469,0.9656,3,0.7229,0.7857
585,8,0.7031,0.9187,3,0.8498,0.8846
585,9,0.6594,0.9281,3,0.8771,0.8846
585,10,0.6164,0.9844,3,0.5187,0.8929
585,11,0.8109,0.9469,3,0.8507,0.8836
585,12,0.3312,0.4406,21,0.7125,0.8827
585,13,0.3469,0.7781,12,0.5372,0.8571
585,14,0.7102,0.9281,3,0.8294,0.8696
585,15,0.6156,0.9375,6,0.5042,0.8125
585,16,0.4031,0.5344,24,0.6255,0.8389
585,17,0.5578,0.8344,9,0.8238,0.8302
585,18,0.4641,0.6,18,0.7692,0.8594
585,19,0.4359,0.6937,12,0.7696,0.8776
585,20,0.2812,0.3,36,0.763,0.8475
585,21,0.1688,0.1781,69,0.7238,0.7376
585,22,0.2719,0.4125,42,0.7642,0.7766
585,23,0.3125,0.3937,36,0.6279,0.8631
585,24,0.3875,0.6281,18,0.5544,0.8816
585,25,0.4711,0.7125,12,0.8416,0.9009
585,26,0.3,0.4594,21,0.4393,0.8786
585,27,0.2953,0.4781,30,0.4313,0.8204
590,0,0.8,0.9375,3,0.857,0.8953
590,1,0.8063,0.9656,3,0.8184,0.9082
590,2,0.8656,0.8812,3,0.857,0.9211
590,3,0.6844,0.8625,6,0.8586,0.8929
590,4,0.65,0.75,9,0.8809,0.8989
590,5,0.8969,0.9938,2,0.5392,0.8784
590,6,0.8,0.9187,3,0.8594,0.8846
590,7,0.8438,0.9656,3,0.7088,0.7273
590,8,0.7008,0.8906,6,0.8634,0.9159
590,9,0.6781,0.9375,3,0.878,0.9133
590,10,0.6398,0.975,3,0.5544,0.8537
590,11,0.8203,0.9375,3,0.8458,0.8786
590,12,0.325,0.4313,27,0.6866,0.8516
590,13,0.3412,0.7594,9,0.5448,0.8831
590,14,0.6984,0.9187,6,0.8304,0.8957
590,15,0.6188,0.9563,3,0.5381,0.8286
590,16,0.3844,0.5156,21,0.7,0.8645
590,17,0.5531,0.8063,9,0.8337,0.8548
590,18,0.5016,0.6562,15,0.6519,0.8636
590,19,0.4875,0.7688,9,0.8388,0.8784
590,20,0.3094,0.3375,42,0.7884,0.8174
590,21,0.1547,0.1594,69,0.717,0.7463
590,22,0.2672,0.4125,36,0.7815,0.8085
590,23,0.3,0.4031,24,0.6411,0.8743
590,24,0.3813,0.6375,24,0.5221,0.8509
590,25,0.4711,0.7031,18,0.8191,0.8585
590,26,0.2906,0.4688,21,0.4382,0.8765
590,27,0.2484,0.4125,42,0.419,0.7766
595,0,0.8156,0.9656,5,0.7533,0.8676
595,1,0.7875,0.9,6,0.8183,0.8675
595,2,0.825,0.8531,3,0.8483,0.9362
595,3,0.6797,0.8812,3,0.8648,0.9362
595,4,0.6656,0.7875,9,0.8635,0.8776
595,5,0.9094,0.9938,2,0.5637,0.8676
595,6,0.8125,0.9187,6,0.7608,0.8594
595,7,0.85,0.9844,3,0.6006,0.7931
595,8,0.7008,0.8906,6,0.8456,0.9053
595,9,0.6844,0.975,3,0.8157,0.9244
595,10,0.6352,0.9938,2,0.4122,0.8864
595,11,0.7992,0.9187,3,0.872,0.8846
595,12,0.3375,0.4594,18,0.6987,0.896
595,13,0.3337,0.7312,9,0.5455,0.8953
595,14,0.7008,0.8906,6,0.8297,0.8514
595,15,0.6188,0.9281,3,0.5463,0.8696
595,16,0.3469,0.45,24,0.7025,0.8636
595,17,0.5344,0.7875,12,0.8205,0.8235
595,18,0.4688,0.6469,15,0.6495,0.8673
595,19,0.4641,0.7312,9,0.8076,0.8953
595,20,0.3328,0.3656,48,0.7746,0.7857
595,21,0.1359,0.1594,81,0.6751,0.6989
595,22,0.2625,0.375,50,0.7812,0.8125
595,23,0.2969,0.4031,42,0.5935,0.7801
595,24,0.3656,0.6188,29,0.5142,0.8294
595,25,0.4922,0.7312,21,0.7669,0.8624
